Lin,6103702.0,-13590.954,-9784.11,-53.178608,-11.336677
Tencha,3.0,124258.96,-256062.77,158.07597,-321.11942
Loipen,4.0,117133.42,-326524.12,152.62363,-419.56696
Lylee,2.0,44669.777,-294497.25,50.434734,-371.44318
Yo,44662.84,3355459.5,7418442.0,4299.495,9506.535
Nga,6.0,-67241.8,-129419.336,-70.57155,-138.57272
Tejoofe,2.0,125345.266,-259768.97,161.57536,-327.0244
Mu nan,42748.438,2674906.5,5549194.5,3439.5742,7137.2056
Thirwhieyoopheawoo,2.0,182611.55,-236000.17,243.99794,-291.0893
Pingumeijo,89396.47,5218574.5,1.1266636E7,6716.668,14503.948
Ngoi,2.0,91.834564,-211937.9,0.64488125,-256.213
Peahi,4.0,-125529.14,-229152.0,-161.44073,-283.8779
Dusirsoi,4.0,-146131.42,-217901.83,-188.20605,-269.63934
Ten,42664.67,4.1648764E7,8.7610712E7,53679.277,112910.62
Beta Shan,44883.766,3195071.8,6667142.0,4119.761,8598.081
Dooknunheivoo,4.0,20149.072,-34122.758,-44.333527,48.848175
Knuewrea,42724.484,2360289.0,5201168.5,3045.5396,6711.614
Zeta Kyngie,42790.266,2551265.0,5187357.5,3292.8872,6697.3394
Shiemee,4.0,177479.8,-58452.336,212.86708,-64.88231
Tei-xeixenwrinbin,2.0,-214125.5,-66012.305,-272.43628,-74.430046
Jei,3.0,270609.9,119896.24,379.21893,167.50616
Phymosea thei,3.0,201200.8,49707.406,269.25223,62.650272
Chuezieknei,3.0,103170.875,336840.78,146.96178,496.62656
Guzoboijynlen,4.0,-146055.55,154212.55,-191.71207,197.74748
Chaknathir,4.0,-166652.22,-20658.303,-207.44012,-28.05371
Wen,4.0,-64905.406,251207.0,-90.9872,334.68945
Vin,3.0,-164406.33,331176.44,-227.17561,453.79358
Dinquirpei,42751.63,177447.05,291115.6,253.59871,397.96936
Kni,3.0,-344615.9,289501.22,-507.60275,405.26016
Wiwhe,4.0,273023.7,118831.96,380.2058,158.86848
