Pea,8198486.0,1679.6345,-98.045876,-1.0683303,-3.0973265
Lun,3.0,5714.836,3301.5784,-191.27777,-196.00616
Phuwhue,4.0,5025.1226,4120.3467,-170.83083,-142.11551
Xirri,42806.21,-20866.72,2833.6616,20.43504,-2.340952
Pheichoigeya,4.0,-20077.729,2344.0068,-29.281271,-45.94222
Kappa Wryxir,1.0,-20802.066,3375.1133,93.945206,-26.98185
Yeilophojen,3.0,-20560.92,2564.856,101.870125,77.59313
Thearinvin,42717.445,-41766.324,-4095.9006,6.78782,-0.5127312
Kiezee,3.0,-43528.76,-3552.7427,18.122324,34.354717
Pin-pifunkeajan,4.0,-42820.996,-4629.511,12.283683,-58.045307
Moo,3.0,-41610.13,-4655.0195,102.150856,9.158977
Wheethoo,44830.867,-39213.797,-9190.895,5.977895,2.828184
Kudin,4.0,-38199.254,-8665.368,-3.9026365,58.82467
Deirunti,4.0,-40092.043,-8660.668,53.041,51.79335
Toixee,3.0,-39430.11,-8709.53,-91.37053,-27.45622
Phuzeiwhei,2.0,-40740.125,-9098.125,2.678974,50.13059
Chanhoi,44811.223,-12112.983,14793.774,17.91773,-19.18328
De,3.0,-12365.511,15207.842,-77.69977,-65.81508
Zue,44767.766,37409.305,-10289.134,-9.966105,2.4351895
Keiweive,1.0,37324.793,-10811.148,-85.62173,34.03999
Theixeewhi,3.0,37089.273,-10046.83,-88.14527,-85.62867
Wri,42817.355,-10362.989,-26673.096,4.5745606,12.088586
Ko,3.0,-11928.237,-26190.598,20.4269,41.846523
Jea,3.0,-10036.664,-26872.682,74.93195,107.04782
Quy,42772.55,-24208.533,-13559.26,10.788672,5.5647497
Phootir,3.0,-25868.52,-13057.932,23.544443,36.172245
Chan,4.0,-25162.316,-14068.752,23.592594,-48.533367
Xir,3.0,-23952.596,-13954.76,103.627594,54.58745
Yan,2.0,-22744.938,-13642.149,13.498805,-38.60791
Xannoi,42736.43,-22737.07,14486.677,12.640154,-8.830495
Shy,3.0,-24480.643,15029.681,22.675959,26.811234
Chin,3.0,-22552.72,13971.502,108.82331,11.09466
Te,42838.09,3852.8467,36773.72,-0.7174605,-8.295546
Xenyen,3.0,2320.1023,37249.94,15.763339,21.242954
Pheizei po,4.0,3031.7544,36304.65,24.587097,-55.67533
