Foiga,52774.656,-187143.3,44761.58,-3.530922E-4,-4.5795292E-5
Ziequea,3.0,-927536.2,770685.4,-19.793707,15.632262
Beicheaquo,2.0,-1309572.0,-166272.08,-33.297287,-3.5146732
Muequuephynquu,1737827.5,-2109082.0,1102474.0,-10.874895,6.8070207
Nu-wrei,3.0,-1.4951197E7,9930658.0,-247.12616,165.55432
Yee,3.0,-1.9051744E7,1.3509524E7,-326.12094,234.57434
Kynrea,2.0,-1.4866231E7,9655304.0,-245.443,160.24527
Moi-knoi,1.0,-186964.8,37328.652,-27.896555,-14.736086
Gynsirpenyun,2.0,-697828.1,471739.6,-5.8398185,3.865247
Wrinroophoigee,3.0,-7254556.5,-5016792.5,-99.132965,-122.90467
Ngeaka,2.0,6215920.5,173554.34,161.25247,-22.644257
Chan,3.0,-3852152.0,-3930300.5,-32.64895,-101.30103
Puesynrue,4.0,1.7362888E7,-6.6347116E7,377.90884,-1312.9395
Ne,3.0,-1.6246594E7,-2.7533692E7,-274.17883,-559.863
Phobu,1.0,2.905616E7,-2.916131E7,604.7252,-591.40204
Pan,2.0,-244968.7,-2.5545062E7,35.282047,-520.89307
Feajebyn,87717.484,1.0489476E8,-1.3519112E8,2077.6257,-2649.5173
Kin-queinengue,4.0,2426415.5,-2.0408332E7,86.998055,-420.5141
Kno,3.0,8517835.0,-2.0516834E7,206.90782,-423.3072
Ngeiknirgin,85731.92,1.07190208E8,-9.8133416E7,2123.7834,-1931.8894
Shin chirphiemy,4.0,4142294.0,-2.8109986E7,120.75071,-570.9003
Fea,2.0,6412886.5,-2.273514E7,164.72783,-466.1786
Quinthyzunwhirngun,3.0,7930043.0,-2.8921956E7,194.98648,-586.6076
Je,3.0,-1.2040361E7,-1.5632456E7,-193.74313,-327.91833
Nu Yawea,2.0,1.0520424E7,-2.3583362E7,245.47687,-483.3005
Dee,4.0,5.6080816E7,-5.749276E7,1132.3022,-1142.7096
Bin,4.0,1.2349277E7,-1.1549977E7,281.81894,-247.04399
Wruchiehueshy,3.0,9460865.0,-8803207.0,224.36728,-194.57077
Thi,1.0,-4525489.5,-1.5317831E7,-49.733772,-320.85828
Punwrinshu,3.0,1.1889988E7,-4.9106088E7,273.7821,-988.9811
Bei,1.0,-208121.64,3.9529184E7,35.244823,761.2863
Venkne,3.0,-1.0404133E7,1.125124E7,-166.57658,202.12785
Cheexoo,4.0,-1.2846208E7,6172580.0,-214.97295,101.58908
Shansi,4.0,-1.193609E7,-1789114.2,-197.03542,-56.14993
Knu,2.0,-2.2842618E7,9479972.0,-414.69437,167.80946
Thuequeidei,1.0,-1.8022984E7,5913352.5,-318.90753,96.929596
Guchei,4.0,-2269063.8,-395593.1,-4.254871,-24.934526
Din,1.0,-2.4473064E7,-6087530.0,-449.1375,-142.4081
Jepheiphie,4.0,7534686.0,1378915.6,344.94382,12.463183
Hea,2.0,-2606757.8,6238227.5,-25.662445,215.97606
Dishenwreithu,4.0,-1365270.6,370978.03,45.06796,-46.702984
Pun,42843.3,-5749418.5,-1180727.4,-367.88403,-219.90355
Poobunxeabin,4.0,-5748278.0,-1180057.0,-392.6378,-177.05486
Wroishie,4.0,-5749651.0,-1181859.9,-412.02823,-197.46652
Mansan,1.0,-6142681.0,-1163363.6,-404.48697,-216.4303
Sunhoo,42678.42,-3162565.5,-78273.375,-113.59947,-110.0037
Hieceixyn,4.0,-2802847.8,165789.58,-78.27806,-84.580666
Doo,42830.26,-3184253.8,153047.67,-118.10573,-91.290955
Py gee,4.0,-3185417.0,153128.47,-141.55457,-147.00755
Bexan-sei,2.0,-3184258.8,153908.2,-40.442562,-91.505585
Pen,44732.375,-4162247.5,767015.94,-202.10947,-15.914461
Jo quei,2.0,-4785659.5,542634.7,-300.39456,-51.015717
Wooquyn,396735.4,-788183.5,-146062.23,9.067258,-0.9694958
Meawhynroi,4.0,-782152.4,-168363.6,5.5255804,-33.939243
Wheaknynroto,2.0,-786364.56,-109290.74,9.913108,101.240944
Soonginngei,3.0,-778357.8,-118863.33,43.35768,103.638954
Chooquir,3.0,-783136.4,-134538.03,-26.145386,48.719986
Rimynngee,42838.902,-781717.7,-147735.23,-67.46931,28.775414
Zinzan,3.0,-781445.56,-148038.73,-155.15576,-62.062378
Wynminyoorun,3.0,-782275.06,-147701.64,-64.287285,-53.90814
Wranceheijue,2.0,-781283.2,-146930.61,3.911419,26.61227
