Ziequea,3.0,-928521.2,771485.7,-19.796543,15.629246
Beicheaquo,2.0,-1311172.6,-166441.38,-33.289772,-3.510772
Muequuephynquu,1737827.5,-2109574.5,1102843.4,-10.874096,6.8061514
Nu-wrei,3.0,-1.4963017E7,9938538.0,-247.12616,165.55432
Yee,3.0,-1.9067504E7,1.3521344E7,-326.12094,234.57434
Kynrea,2.0,-1.4878051E7,9663184.0,-245.443,160.24527
Moi-knoi,1.0,-188291.9,37243.914,-25.815975,15.234475
Gynsirpenyun,2.0,-698135.94,471924.28,-5.838771,3.856966
Wrinroophoigee,3.0,-7259481.5,-5022702.5,-99.132965,-122.90467
Ngeaka,2.0,6223800.5,172446.22,161.25247,-22.644257
Chan,3.0,-3853875.8,-3935225.5,-32.64895,-101.30103
Puesynrue,4.0,1.7380618E7,-6.6410156E7,377.90884,-1312.9395
Ne,3.0,-1.6260384E7,-2.7561272E7,-274.17883,-559.863
Phobu,1.0,2.908571E7,-2.919086E7,604.7252,-591.40204
Pan,2.0,-243229.56,-2.5570672E7,35.282047,-520.89307
Feajebyn,87717.484,1.049972E8,-1.353172E8,2077.6257,-2649.5173
Kin-queinengue,4.0,2430601.8,-2.0430002E7,86.998055,-420.5141
Kno,3.0,8527685.0,-2.0538504E7,206.90782,-423.3072
Ngeiknirgin,85731.92,1.07292648E8,-9.8227976E7,2123.7834,-1931.8894
Shin chirphiemy,4.0,4148204.0,-2.8137566E7,120.75071,-570.9003
Fea,2.0,6420766.5,-2.275878E7,164.72783,-466.1786
Quinthyzunwhirngun,3.0,7939400.5,-2.8951506E7,194.98648,-586.6076
Je,3.0,-1.2050211E7,-1.5648216E7,-193.74313,-327.91833
Nu Yawea,2.0,1.0532244E7,-2.3607002E7,245.47687,-483.3005
Dee,4.0,5.6135976E7,-5.754792E7,1132.3022,-1142.7096
Bin,4.0,1.2363067E7,-1.1561797E7,281.81894,-247.04399
Wruchiehueshy,3.0,9471700.0,-8813057.0,224.36728,-194.57077
Thi,1.0,-4527952.0,-1.5333591E7,-49.733772,-320.85828
Punwrinshu,3.0,1.1903778E7,-4.9153368E7,273.7821,-988.9811
Bei,1.0,-206382.5,3.9568584E7,35.244823,761.2863
Venkne,3.0,-1.0412013E7,1.126109E7,-166.57658,202.12785
Cheexoo,4.0,-1.2857043E7,6177505.0,-214.97295,101.58908
Shansi,4.0,-1.194594E7,-1791823.0,-197.03542,-56.14993
Knu,2.0,-2.2862318E7,9487852.0,-414.69437,167.80946
Thuequeidei,1.0,-1.8038744E7,5918277.5,-318.90753,96.929596
Guchei,4.0,-2269310.0,-396824.34,-4.2532616,-24.930769
Din,1.0,-2.4494734E7,-6094425.0,-449.1375,-142.4081
Jepheiphie,4.0,7551431.0,1379531.2,344.94382,12.463183
Hea,2.0,-2607989.0,6249062.5,-25.662445,215.97606
Dishenwreithu,4.0,-1363054.4,368669.44,45.06716,-46.699226
Pun,42843.3,-5767641.0,-1191562.4,-367.89008,-219.88722
Poobunxeabin,4.0,-5768416.0,-1191641.2,-352.25513,-300.97546
Wroishie,4.0,-5766920.0,-1192394.4,-393.8133,-266.0828
Mansan,1.0,-6162381.0,-1174075.5,-404.48697,-216.4303
Sunhoo,42678.42,-3168229.2,-83690.875,-113.59947,-109.996185
Hieceixyn,4.0,-2806787.8,161618.72,-78.27806,-84.57315
Doo,42830.26,-3190163.8,148553.61,-118.10103,-91.297714
Py gee,4.0,-3190078.2,147167.73,-72.80703,-78.255974
Bexan-sei,2.0,-3189647.2,147186.25,-161.4976,-114.02061
Pen,44732.375,-4172097.5,766215.6,-202.10947,-15.914461
Jo quei,2.0,-4800434.5,540110.6,-300.39456,-51.015717
Wooquyn,439580.3,-787597.5,-146130.53,1.642811,1.9309362
Meawhynroi,4.0,-781906.1,-169940.17,4.644267,-30.170218
Wheaknynroto,2.0,-785872.06,-104340.4,9.8678,99.84691
Soonginngei,3.0,-776246.44,-113812.86,42.656338,101.57606
Chooquir,3.0,-784518.4,-132431.89,-29.600077,37.110607
Wranceheijue,2.0,-785159.8,-146938.1,-168.16992,12.021035
Tyn ngei,181100.4,-187960.14,44792.06,11.157598,18.56795
Puedue,4.0,-187033.67,46315.625,-49.74431,101.43637
Whei,4.0,-188295.52,43167.87,75.09273,81.84855
Wa,3.0,-187049.33,46193.652,-60.846115,111.09679
Girwirke,42753.418,-183551.19,45211.88,17.001005,-48.9816
Kni,3.0,-185421.66,46443.953,-6.091568,-27.640593
Wi-whyhunroo,4.0,-184195.56,44677.434,-8.979786,-8.320625
Can,1.0,-184081.47,45295.715,6.38338,38.69197
Peknekingan,3.0,-183419.75,46110.688,-27.166624,-63.595924
Phoinenkunzeixei,44764.395,-182690.52,45609.785,-94.87324,-29.320072
Givun pieknu,3.0,-181568.5,44741.582,-113.928635,-13.799669
Quealeifoozea,4.0,-182852.64,46360.51,-119.96384,-83.120895
Xynchoi,44800.277,-182775.7,42548.613,-39.26945,59.746033
