Tun,44704.07,812713.56,-55139.473,0.0013478539,-0.0015243343
Mungin,3.0,698165.25,-576623.44,59.024178,-141.38303
Booyynsiquoi-hy,42738.906,7248762.0,-616541.25,1101.3834,-249.04045
Co,2.0,6331468.0,1449794.1,894.7123,198.96986
Boigo,4.0,-307320.16,-257734.7,-87.11677,-42.44777
Yanvei,2.0,636751.75,11404.139,62.04164,7.240255
Zen,2.0,643448.94,-37376.61,62.858852,-3.1766293
Wreibasei,44853.066,1697269.0,-1170727.0,-0.027095236,0.035910726
Thoivoithanxo,3.0,1699093.8,-1171075.4,-6.303543,-36.26484
Derunrei,4.0,1697102.8,-1169315.2,-45.762413,-9.007626
Ta,1.0,1697554.0,-1170339.1,100.84532,-37.430595
Xiejeechee,3.0,1697401.0,-1170211.9,-96.97583,47.16163
Yei,2.0,1696458.0,-1171724.4,-54.637867,25.325708
Knei,42669.78,1569763.0,-1087281.0,0.03081151,-0.032187548
We,4.0,1571132.6,-1088360.2,13.531693,40.32406
Xooduewran,1.0,1570059.6,-1087801.4,-88.246025,-24.971165
Phuezy,3.0,1571148.8,-1086987.5,10.846197,45.497906
Han,4.0,1561029.5,-1126429.4,-32.82947,-149.06055
