Sanpecheishir,43779.0,-733.3088,-429.38263,-0.089963734,-0.12942697
Reedadu,3.0,-666260.3,-533805.5,-72.99608,-58.568966
Quenlo,4.0,-1538675.6,20415.908,-169.63982,2.1901417
Kneideaxirkan,3.0,-1983073.9,-123140.914,-219.34108,-13.67314
Finhiboknen,2.0,-437326.25,-722883.9,-48.29461,-79.96667
Zoquinmanpea,2.0,-1613331.8,-691026.1,-179.23947,-76.84577
Docajin-ca,4.0,-106594.83,-425225.2,-11.530925,-46.57809
Zo,3.0,-530103.5,-1911505.6,-59.756622,-215.76479
Ngirpy,2.0,-63400.164,-1733872.0,-7.107402,-196.08942
Shynlir,4.0,-5256.87,-1176766.0,-0.523868,-133.22403
Peatho,2.0,-345509.16,864951.0,-98.757904,247.50201
Pea,3.0,179605.88,-59996.883,-0.41419467,0.13712749
Zyhoo,4.0,330494.75,-1465657.5,37.854923,-167.57773
Meeboi,1.0,153044.58,-1095860.1,17.599178,-125.466125
Yijoomushunquyn,3.0,233171.02,-604155.4,26.731071,-68.98274
Wirknen,2.0,373278.53,-374878.1,42.674984,-42.673737
Wrei,1.0,-171957.2,-19552.143,-48.79862,-5.7971735
Fowhirvee,2.0,647338.7,-1065520.8,75.05298,-123.39793
Cheiwhinan,4.0,312248.78,-409616.1,35.999573,-47.007576
Phoshirngice,3.0,-382184.34,-1533992.5,-44.512825,-178.90013
Bei-wiewreexo,2.0,60683.527,-1490131.9,7.1761193,-174.16884
Denniefoo,1.0,429110.12,-1034864.44,50.333797,-121.14954
Whirca,2.0,9774.336,-3798.1504,67.39261,-27.212807
Vie,4.0,-7269.782,6271.2354,-42.150444,51.695515
Pywhea,3.0,-14251.95,-9501.981,-121.738884,-76.442604
Yanwrerue,2.0,-14217.719,-8610.918,-123.74566,-69.36047
Yyn,2.0,-11856.116,-968.1516,-97.24038,0.7390747
Fen,1.0,-12545.816,-9052.517,-110.19474,-73.68227
Joingir,1.0,-9048.145,7751.104,-72.558365,80.25855
Chue,3.0,-4552.965,7407.501,-26.57306,72.837975
Chir toifufi,2.0,-22878.596,4520.0786,-213.38385,52.860226
Xigirquuepin,4.0,-4410.643,15121.946,-29.6592,154.27003
Quin,2.0,7021.662,9918.323,82.81914,97.68912
Jea,3.0,-585.13995,-1392.8258,-65.6795,27.68532
Wea,3.0,19604.146,-2956.3223,214.43295,-33.474304
Sinqueithejoi,4.0,70.97429,-4435.0845,-12.525183,-32.591087
Wroiryven rin,5.0,-7182.8877,-3234.9937,-73.869194,-22.538105
Ku,4.0,-741.9615,305.59366,84.07692,-14.3364525
Whei,4.0,-3863.3333,-10534.68,-49.49469,-125.35398
Ninxiden,1.0,-5218.2793,11.262455,-45.407642,18.552519
Keelei,1.0,-8128.2363,-8747.116,-126.61878,-119.52057
Re,2.0,-12011.325,-1103.076,-192.24017,0.45165178
Gei,4.0,-3470.6484,2665.2073,-37.200592,68.53266
Winzeepehocha,1.0,-387.6001,-226.08781,79.75179,-79.253815
Sue,1.0,-108.01001,-750.4876,-44.817726,-49.924553
Boyendoowhiethueche,4.0,-1113.0964,-299.23788,29.346941,93.38284
