Iota Knea,2331319.8,20202.6,-7153.552,59.254597,-19.29361
Daphun,44818.07,-192005.86,233771.94,-392.07202,611.916
Ki,42843.94,-118249.35,75213.05,-247.86374,285.14346
Fenshan,3.0,174095.03,171932.75,482.8735,427.49142
Wrei,2.0,-17600.041,-11254.395,-33.32334,65.60012
Whue,2.0,-75326.4,-104769.805,-252.56116,-262.05933
Fie,44874.195,-38514.832,-202139.73,-139.70654,-578.03564
Hir,42672.906,81510.11,-182292.7,216.46165,-556.6152
Foowieneibyn,2.0,-239030.25,-34916.742,-600.121,-112.71416
Ranzeaphe,42755.504,25685.238,69685.84,50.691174,190.9542
Jeewenwro,44843.06,84256.47,223898.6,260.56906,658.9425
Chie,3.0,-6370.1084,-16185.989,-4.239361,-166.60863
Ngeameiwhuexeihea,44701.258,-59488.89,-121232.77,-143.6465,-365.75403
Wyphun,85806.01,94503.016,14968.39,257.56775,81.00472
Ngoi,44862.64,216091.22,16720.42,609.8623,35.701195
Quun ran,44751.637,492818.75,97129.25,1185.5433,269.5689
Shir,4.0,581865.6,94662.04,1453.2529,270.12976
Henxea,44900.305,-110291.43,123168.98,-351.109,336.78064
Joonir,3.0,-615298.25,7913.137,-1848.095,18.992231
Ngo,42664.83,146721.55,46768.81,399.9057,187.43268
Whoo dee-xir,44761.418,119123.16,-40626.24,372.93457,-46.718746
Heixoo,44717.87,39177.305,-186215.06,171.13332,-468.92438
Queebir ngi,44858.24,-91816.62,134961.19,-263.96594,397.1254
Fanzea,42767.586,-246245.33,-150687.19,-562.34576,-415.44138
Ngawieda,42785.887,-213971.98,-174332.72,-522.1422,-495.17316
Lanxu,44895.918,117954.125,-215605.02,382.92725,-647.7807
Dendinhoxoi-hue,44865.75,-507195.16,2762.8804,-1348.05,-70.59766
Jachie,44727.89,-30470.473,268767.53,-137.46762,628.8291
Wan,44712.97,-55359.695,307137.5,-189.60634,755.7076
Ngue,42779.25,201547.48,204441.66,436.58963,520.8851
Gazenjun,44668.617,24135.412,59158.812,-7.4787874,187.00668
Jeshiphun,3.0,22605.535,-16514.676,123.4958,-62.19671
Cueven,89590.16,-181713.94,-420862.2,-354.83078,-1140.1583
Sinmiebeibeangan,3.0,-343435.56,-331418.53,-888.56445,-847.2818
Jyrin,176993.17,-195769.94,240060.34,-595.04614,715.2358
Wheimunzietu,3.0,-13303.095,-157427.98,-87.16533,-400.3537
Ni,2.0,71956.61,-263387.9,140.96037,-695.15576
Theiknei,44835.55,-336695.6,-4920.132,-1014.2995,-1.0488551
Chun,42682.723,-101356.02,-206138.44,-291.7689,-528.1422
Ngenyuehieknen,42699.715,231738.34,46463.543,624.05615,60.73656
Bei,3.0,296469.0,31475.174,823.8809,20.113468
Thankei,42802.703,97975.0,-242187.12,242.55225,-679.52893
Wy-dy,3.0,-18119.242,-212548.75,-61.603703,-586.1224
Sheiwhinyun,44810.348,297437.22,129128.49,885.06934,293.16745
Xyn,42681.426,321951.0,323865.9,980.2642,815.5321
Quan,42733.566,-204168.56,757635.6,-383.35214,2011.308
Weaza,42763.21,-503760.56,233913.28,-1179.9575,695.73126
Zeta Chea,44670.016,-2204019.0,344940.53,-5672.5195,1008.4025
Fanjinpheijophie,4.0,-2187072.0,338894.88,-5638.008,999.88416
Yoboo zeiyin,1.0,-2124401.8,379990.44,-5465.326,1098.3038
Shi,44711.086,-397950.56,16621.668,-1120.1599,175.76723
Shee,44793.207,31528.332,-625468.25,-45.58544,-1513.0111
Hensinwroofenni,42827.965,523066.8,215481.0,1286.739,673.3301
Thirwruechoo,42819.89,780894.44,23753.719,1999.9883,181.72775
Voide,42819.168,507800.84,-308428.38,1371.9574,-699.9271
Lieceikynto,44807.95,385650.34,-528512.7,1095.0869,-1305.8757
Kirchenxue,42873.11,-14922.212,16668.414,110.757835,74.22197
Rea,44848.594,-2085338.0,271259.78,-5407.953,749.6719
Chanshoojeezoo,42789.38,-975958.6,198446.0,-2642.7957,600.63794
Meizuwizinan,44710.934,-107858.164,-532477.25,-434.55014,-1327.1364
Wue,44770.51,-214543.14,-731120.2,-726.04474,-1911.1766
Knuebuechu,4.0,-1.3408246E7,1057520.6,-35702.42,2827.2183
Wrea,44739.207,74819.336,-547668.3,16.172262,-1483.5577
Knan,42810.297,336264.9,-688784.6,721.0319,-1922.0607
Wienopochin,42808.14,100088.164,17464.434,112.195595,-109.5167
Wholee,42751.03,892437.94,129634.41,2249.9995,196.98402
Yeequo,1.0,853802.75,83949.586,2137.2217,65.781944
Quuchie,44780.797,321248.66,-115661.35,799.6192,-446.95645
Zei,42865.24,784693.25,-204631.33,2074.9417,-709.4857
Sanrupen,4.0,848352.06,-186454.75,2264.0146,-654.471
Wieveishei,3.0,780117.6,-4671.838,2065.3452,-173.67514
Riejenknun,44841.25,344273.56,527239.94,957.7672,1231.7806
Wrir,2.0,345115.3,528661.8,991.4915,1188.4545
Theta Vankneareeyan,44741.13,-908353.1,666114.6,-2367.954,1664.9939
Rangei,44784.01,-302174.38,-91136.875,-801.31964,-325.28638
Gentheejo,89400.92,-437489.1,-31067.482,-1158.5876,-158.66063
Dee,44854.82,-637485.75,681118.75,-1859.2878,1725.6411
Zin,89395.34,1392873.4,-147597.3,3796.7878,-388.0111
Syn,4.0,1184017.9,-1046514.8,3001.8298,-2880.9238
Roiveicobiesu,3.0,1905883.8,-1100659.6,4955.5063,-3016.4827
Kno,44885.953,2159068.8,-70049.41,5714.182,-272.54373
Ven,3.0,2224259.2,-36322.406,5892.2705,-181.20662
Chir xo lansen,4.0,2117854.5,-63398.777,5594.932,-251.16533
Tie,3.0,2368181.5,-426938.75,6280.5127,-1239.0599
Ngoo,44798.09,538170.06,-120573.0,1530.9025,-432.87244
Ngi,42706.004,253797.19,537688.0,828.1642,1350.2869
Knalir,44754.23,-31552.193,-3496.5447,116.81406,-54.95339
Ngei thun,2.0,-23620.875,11056.39,150.18533,-27.002754
Wrinninyie,44681.957,507178.06,-571108.4,1560.403,-1598.349
Die,4.0,5287105.5,2144715.8,14551.433,5783.243
Nueyei,42838.81,-58949.824,22794.922,75.021736,-26.082047
Girsheaquancenwyn,44814.113,-211000.69,448382.38,-323.76624,1178.4537
Gun,42898.703,-691142.94,928528.9,-1666.6139,2542.7222
Beta Cyndunpyn,1.0,-904675.1,-174100.97,-2253.083,-487.0952
Syn,44762.562,-246998.17,188729.17,-511.10934,613.97754
De,42897.523,-687109.3,245641.3,-1735.9745,793.95026
Veiwhu,44802.965,-1322559.1,-48743.12,-3559.9648,20.221731
Koxei sie,2.0,-1362512.0,-84234.96,-3668.1401,-74.76004
Kneihyvunin-quie,44834.17,-137769.73,-346472.66,-422.76886,-833.31555
Wranzyn,44735.69,-649879.56,-347247.88,-1854.9747,-863.12775
Xishan,42851.902,5170.464,-28007.232,-104.84303,38.29642
Janyirvy,44857.81,-559371.94,-960187.56,-1669.422,-2582.6714
Yooshan,42872.76,59486.406,-359330.56,6.622558,-1018.3913
Whee,44728.227,305342.62,-438366.38,702.03925,-1285.247
Seizo,44683.75,376924.0,75922.06,927.07513,99.92233
Socu,44909.69,428008.97,-14777.21,1115.6204,-128.84378
Wroi,42885.094,189843.81,-350774.06,499.05368,-1079.012
Bue,44822.74,216034.34,302189.9,625.5437,710.31995
Suhin,44691.184,71706.71,1016324.0,232.22397,2754.1812
Curenoi,4.0,1745525.8,3143899.5,4939.4575,8738.392
